Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Tipo Agregado;Valor m2
Quitinete;Copacabana;1;0;0;40;2000.0;500.0;53.0;Apartamento;50.0
Apartamento;Barra da Tijuca;4;3;1;220;4700.0;2450.0;480.0;Apartamento;21.363636363636363
Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1775.0;139.0;Apartamento;30.0
Apartamento;Barra da Tijuca;4;3;3;173;5499.0;2450.0;400.0;Apartamento;31.786127167630056
Apartamento;Botafogo;2;1;0;80;2000.0;1305.0;1500.0;Apartamento;25.0
Apartamento;Barra da Tijuca;2;1;1;75;2500.0;600.0;187.0;Apartamento;33.333333333333336
Apartamento;Laranjeiras;3;1;1;130;4000.0;1600.0;0.0;Apartamento;30.76923076923077
Casa de Condomínio;Barra da Tijuca;3;3;1;200;5000.0;800.0;282.0;Casa;25.0
Apartamento;Copacabana;4;2;0;167;5000.0;1263.0;352.0;Apartamento;29.940119760479043
Apartamento;Copacabana;1;1;0;55;2200.0;1680.0;80.0;Apartamento;40.0
Apartamento;Todos os Santos;2;0;0;60;900.0;253.0;17.0;Apartamento;15.0
Apartamento;Leblon;2;0;0;53;2800.0;780.0;189.0;Apartamento;52.83018867924528
Apartamento;Praça da Bandeira;2;0;1;70;1650.0;20.0;0.0;Apartamento;23.571428571428573
Apartamento;Ipanema;3;2;1;249;19500.0;1000.0;940.0;Apartamento;78.3132530120482
Casa de Condomínio;Barra da Tijuca;5;3;2;800;7009.0;0.0;0.0;Casa;8.76125
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2000.0;600.0;120.0;Apartamento;25.0
Apartamento;Ipanema;1;0;0;31;1900.0;523.0;61.0;Apartamento;61.29032258064516
Apartamento;Copacabana;2;1;0;70;3000.0;761.0;86.0;Apartamento;42.857142857142854
Apartamento;Barra da Tijuca;3;3;3;140;7000.0;1350.0;5500.0;Apartamento;50.0
Apartamento;Laranjeiras;3;1;1;130;3200.0;890.0;177.0;Apartamento;24.615384615384617
Apartamento;Recreio dos Bandeirantes;2;1;1;98;1300.0;800.0;188.0;Apartamento;13.26530612244898
Apartamento;Copacabana;3;1;1;180;6000.0;1500.0;500.0;Apartamento;33.333333333333336
Apartamento;Laranjeiras;3;0;0;90;2600.0;730.0;0.0;Apartamento;28.88888888888889
Apartamento;Flamengo;3;0;1;107;3000.0;1100.0;0.0;Apartamento;28.037383177570092
Apartamento;Lagoa;4;3;4;250;13000.0;3980.0;1000.0;Apartamento;52.0
Apartamento;Botafogo;3;1;2;82;4400.0;1100.0;240.0;Apartamento;53.65853658536585
Apartamento;Copacabana;3;1;2;158;10000.0;775.0;0.0;Apartamento;63.29113924050633
Apartamento;Copacabana;3;1;0;91;2900.0;1130.0;214.0;Apartamento;31.86813186813187
Apartamento;Copacabana;4;0;1;279;3500.0;2025.0;0.0;Apartamento;12.544802867383513
Apartamento;Barra da Tijuca;2;1;0;66;2500.0;1550.0;390.0;Apartamento;37.878787878787875
Apartamento;Ipanema;2;2;2;83;5000.0;2000.0;300.0;Apartamento;60.24096385542169
Apartamento;Botafogo;2;0;0;90;2200.0;510.0;90.0;Apartamento;24.444444444444443
Apartamento;Barra da Tijuca;3;2;1;100;3400.0;1437.0;187.0;Apartamento;34.0
Apartamento;Leblon;4;3;4;230;12000.0;3100.0;1005.0;Apartamento;52.17391304347826
Quitinete;Praça da Bandeira;1;0;0;21;700.0;179.0;0.0;Apartamento;33.333333333333336
Apartamento;Barra da Tijuca;3;2;1;242;2850.0;2300.0;378.0;Apartamento;11.776859504132231
Apartamento;Copacabana;3;0;1;179;3500.0;1830.0;319.0;Apartamento;19.553072625698324
Apartamento;Leblon;3;1;1;118;5000.0;1100.0;370.0;Apartamento;42.3728813559322
Apartamento;Flamengo;2;1;0;73;2600.0;1014.0;137.0;Apartamento;35.61643835616438
Apartamento;Méier;3;2;2;167;1500.0;1081.0;333.0;Apartamento;8.982035928143713
Apartamento;Leblon;4;3;2;180;8000.0;1995.0;0.0;Apartamento;44.44444444444444
Apartamento;Copacabana;4;1;1;220;5800.0;1780.0;380.0;Apartamento;26.363636363636363
Apartamento;Ipanema;2;2;1;130;16000.0;1530.0;525.0;Apartamento;123.07692307692308
Apartamento;Copacabana;3;1;1;150;3500.0;900.0;400.0;Apartamento;23.333333333333332
Apartamento;Copacabana;2;2;2;75;4000.0;2000.0;200.0;Apartamento;53.333333333333336
Apartamento;São Francisco Xavier;2;1;1;100;1200.0;900.0;120.0;Apartamento;12.0
Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0;Apartamento;66.66666666666667
Apartamento;Centro;1;0;0;45;1000.0;350.0;23.0;Apartamento;22.22222222222222
Apartamento;Ipanema;4;2;1;150;7500.0;2000.0;4900.0;Apartamento;50.0
Apartamento;Barra da Tijuca;1;1;0;50;3300.0;1600.0;300.0;Apartamento;66.0
Apartamento;Campo Grande;2;1;1;70;1000.0;400.0;0.0;Apartamento;14.285714285714286
Casa de Condomínio;Barra da Tijuca;4;3;4;600;18000.0;1100.0;300.0;Casa;30.0
Apartamento;Tijuca;2;1;1;74;1200.0;500.0;0.0;Apartamento;16.216216216216218
Quitinete;Flamengo;1;0;0;21;1400.0;375.0;0.0;Apartamento;66.66666666666667
Apartamento;Tijuca;3;0;0;75;1600.0;680.0;92.0;Apartamento;21.333333333333332
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;Apartamento;35.86497890295359
Apartamento;Laranjeiras;2;1;1;70;1500.0;724.0;55.0;Apartamento;21.428571428571427
Casa;Campo Grande;2;0;0;60;950.0;0.0;0.0;Casa;15.833333333333334
Apartamento;Leme;2;2;1;79;3200.0;840.0;0.0;Apartamento;40.50632911392405
Apartamento;Leblon;4;2;2;226;17900.0;5000.0;1000.0;Apartamento;79.20353982300885
Apartamento;Barra da Tijuca;1;2;0;72;3100.0;1400.0;100.0;Apartamento;43.05555555555556
Apartamento;Tijuca;2;1;1;100;2600.0;650.0;0.0;Apartamento;26.0
Apartamento;Campo Grande;2;1;0;57;800.0;110.0;0.0;Apartamento;14.035087719298245
Apartamento;Botafogo;1;0;0;17;1200.0;420.0;25.0;Apartamento;70.58823529411765
Casa;Laranjeiras;5;1;0;350;7000.0;290.0;500.0;Casa;20.0
Apartamento;Pechincha;2;2;0;51;1200.0;557.0;14.0;Apartamento;23.529411764705884
Casa de Vila;Honório Gurgel;1;0;0;34;800.0;0.0;0.0;Casa;23.529411764705884
Apartamento;Barra da Tijuca;4;3;2;296;17000.0;5200.0;1560.0;Apartamento;57.432432432432435
Apartamento;Barra da Tijuca;3;2;1;104;4000.0;1850.0;3350.0;Apartamento;38.46153846153846
Apartamento;Flamengo;1;0;0;15;900.0;401.0;23.0;Apartamento;60.0
Apartamento;Tijuca;2;0;0;82;1600.0;370.0;0.0;Apartamento;19.51219512195122
Quitinete;Copacabana;1;0;0;34;1500.0;475.0;0.0;Apartamento;44.11764705882353
Apartamento;Flamengo;4;1;1;290;10200.0;1800.0;800.0;Apartamento;35.172413793103445
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1600.0;450.0;0.0;Apartamento;22.857142857142858
Apartamento;Barra da Tijuca;4;1;2;400;15000.0;3300.0;1400.0;Apartamento;37.5
Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1400.0;200.0;Apartamento;33.333333333333336
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1400.0;600.0;76.0;Apartamento;23.333333333333332
Apartamento;Leblon;4;1;0;140;6500.0;1500.0;0.0;Apartamento;46.42857142857143
Apartamento;Copacabana;3;0;0;110;3600.0;1540.0;230.0;Apartamento;32.72727272727273
Apartamento;Ipanema;3;1;1;180;20000.0;2500.0;0.0;Apartamento;111.11111111111111
Apartamento;Recreio dos Bandeirantes;2;3;2;195;2700.0;850.0;430.0;Apartamento;13.846153846153847
Casa de Vila;Freguesia (Jacarepaguá);2;1;0;162;1700.0;70.0;0.0;Casa;10.493827160493828
Apartamento;Tijuca;1;1;0;60;1050.0;695.0;20.0;Apartamento;17.5
Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;0.0;Casa;44.24778761061947
Apartamento;São Conrado;2;1;1;88;2100.0;1200.0;0.0;Apartamento;23.863636363636363
Apartamento;Leblon;2;2;2;130;16500.0;2240.0;620.0;Apartamento;126.92307692307692
Apartamento;Ipanema;2;1;2;65;4000.0;4000.0;433.0;Apartamento;61.53846153846154
Apartamento;Rocha;2;0;0;72;1000.0;200.0;13.0;Apartamento;13.88888888888889
Apartamento;Leblon;4;3;1;170;7000.0;1495.0;564.0;Apartamento;41.1764705882353
Apartamento;Jacarepaguá;3;1;1;63;1400.0;720.0;51.0;Apartamento;22.22222222222222
Apartamento;Recreio dos Bandeirantes;3;2;1;93;1800.0;294.0;0.0;Apartamento;19.35483870967742
Apartamento;Tijuca;2;0;0;75;1200.0;882.0;70.0;Apartamento;16.0
Apartamento;Tijuca;3;0;1;153;1600.0;568.0;128.0;Apartamento;10.457516339869281
Apartamento;Leblon;3;1;1;117;9000.0;2243.0;435.0;Apartamento;76.92307692307692
Apartamento;São Conrado;3;2;1;320;9000.0;4000.0;1000.0;Apartamento;28.125
Apartamento;Copacabana;2;0;0;75;2800.0;1000.0;150.0;Apartamento;37.333333333333336
Apartamento;Leblon;3;2;3;340;30000.0;2900.0;0.0;Apartamento;88.23529411764706
Apartamento;Méier;2;1;1;120;2500.0;597.0;0.0;Apartamento;20.833333333333332
Apartamento;Campo Grande;2;1;0;74;800.0;600.0;0.0;Apartamento;10.81081081081081
Apartamento;Cosmos;2;1;0;40;450.0;220.0;0.0;Apartamento;11.25
Apartamento;Jacarepaguá;2;1;0;55;1400.0;480.0;12.0;Apartamento;25.454545454545453
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1400.0;1010.0;140.0;Apartamento;16.470588235294116
Apartamento;Laranjeiras;3;2;1;110;3500.0;900.0;184.0;Apartamento;31.818181818181817
Apartamento;Recreio dos Bandeirantes;3;4;3;180;6000.0;950.0;540.0;Apartamento;33.333333333333336
Apartamento;Barra da Tijuca;4;2;4;247;6200.0;3242.0;620.0;Apartamento;25.101214574898787
Apartamento;Tijuca;3;1;1;90;1900.0;1100.0;84.0;Apartamento;21.11111111111111
Casa;Vila da Penha;2;0;0;50;700.0;0.0;0.0;Casa;14.0
Apartamento;Campo Grande;4;1;1;90;2500.0;490.0;0.0;Apartamento;27.77777777777778
Apartamento;Copacabana;2;0;0;73;2700.0;1115.0;0.0;Apartamento;36.986301369863014
Apartamento;Barra da Tijuca;4;2;2;178;8891.0;2500.0;3500.0;Apartamento;49.949438202247194
Apartamento;Ipanema;3;2;2;348;30000.0;9772.0;1994.0;Apartamento;86.20689655172414
Apartamento;Catete;2;1;1;111;3600.0;1400.0;180.0;Apartamento;32.432432432432435
Apartamento;Barra da Tijuca;2;1;2;82;2000.0;800.0;0.0;Apartamento;24.390243902439025
Apartamento;Barra da Tijuca;2;2;1;80;3000.0;1380.0;300.0;Apartamento;37.5
Apartamento;Leblon;3;0;0;105;4900.0;830.0;0.0;Apartamento;46.666666666666664
Apartamento;Ipanema;2;1;0;75;3000.0;815.0;85.0;Apartamento;40.0
Apartamento;Tijuca;2;1;1;82;2300.0;1100.0;0.0;Apartamento;28.048780487804876
Apartamento;Lagoa;2;1;0;56;3500.0;1500.0;278.0;Apartamento;62.5
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1500.0;680.0;82.0;Apartamento;23.076923076923077
Apartamento;Copacabana;2;1;0;87;3000.0;1000.0;181.0;Apartamento;34.48275862068966
Casa de Vila;Engenho de Dentro;2;1;0;60;1500.0;50.0;0.0;Casa;25.0
Apartamento;Barra da Tijuca;3;1;1;106;3400.0;1400.0;4100.0;Apartamento;32.075471698113205
Quitinete;Copacabana;1;0;0;27;950.0;605.0;0.0;Apartamento;35.18518518518518
Apartamento;Tijuca;2;1;1;89;2000.0;605.0;22.0;Apartamento;22.471910112359552
Apartamento;São Francisco Xavier;2;1;1;55;1300.0;500.0;135.0;Apartamento;23.636363636363637
Apartamento;Barra da Tijuca;1;1;1;52;1700.0;2640.0;555.0;Apartamento;32.69230769230769
Apartamento;Recreio dos Bandeirantes;3;3;1;377;1900.0;2430.0;813.0;Apartamento;5.039787798408488
Apartamento;Recreio dos Bandeirantes;3;2;2;89;2500.0;950.0;0.0;Apartamento;28.089887640449437
Apartamento;Copacabana;3;1;1;146;6000.0;1470.0;387.0;Apartamento;41.0958904109589
Apartamento;Copacabana;3;2;1;115;3900.0;1434.0;397.0;Apartamento;33.91304347826087
Apartamento;Leblon;3;3;2;200;10300.0;1700.0;596.0;Apartamento;51.5
Apartamento;Glória;1;0;0;46;1200.0;447.0;0.0;Apartamento;26.08695652173913
Apartamento;Barra da Tijuca;3;2;1;168;3900.0;2048.0;0.0;Apartamento;23.214285714285715
Apartamento;Freguesia (Jacarepaguá);2;1;1;102;1900.0;480.0;180.0;Apartamento;18.627450980392158
Apartamento;Rio Comprido;3;1;1;89;1600.0;741.0;38.0;Apartamento;17.97752808988764
Apartamento;Tijuca;2;0;0;61;1500.0;481.0;0.0;Apartamento;24.59016393442623
Apartamento;Barra da Tijuca;3;2;3;120;3000.0;1200.0;350.0;Apartamento;25.0
Apartamento;Méier;1;0;0;32;900.0;180.0;0.0;Apartamento;28.125
Apartamento;Copacabana;2;0;1;55;3100.0;650.0;80.0;Apartamento;56.36363636363637
Apartamento;Barra da Tijuca;4;4;4;565;20000.0;4800.0;1.0;Apartamento;35.39823008849557
Quitinete;Copacabana;1;0;0;20;1000.0;318.0;0.0;Apartamento;50.0
Apartamento;Copacabana;3;1;0;105;4500.0;1470.0;140.0;Apartamento;42.857142857142854
Apartamento;Pechincha;1;1;0;63;1250.0;560.0;0.0;Apartamento;19.841269841269842
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1171.0;195.0;Apartamento;16.0
Apartamento;Barra da Tijuca;2;1;1;74;1900.0;1190.0;215.0;Apartamento;25.675675675675677
Apartamento;Lagoa;2;0;0;50;2800.0;550.0;110.0;Apartamento;56.0
Apartamento;Jacarepaguá;3;1;1;103;2600.0;1450.0;1200.0;Apartamento;25.24271844660194
Apartamento;Campo Grande;2;0;0;48;500.0;290.0;0.0;Apartamento;10.416666666666666
Quitinete;Copacabana;1;0;0;27;1190.0;230.0;19.0;Apartamento;44.074074074074076
Apartamento;Cachambi;2;1;0;68;900.0;600.0;0.0;Apartamento;13.235294117647058
Quitinete;Copacabana;1;0;0;25;1600.0;584.0;55.0;Apartamento;64.0
Apartamento;Tijuca;3;0;0;90;1200.0;828.0;0.0;Apartamento;13.333333333333334
Apartamento;Tijuca;4;2;2;253;4000.0;2100.0;530.0;Apartamento;15.810276679841897
Quitinete;Copacabana;1;0;0;27;1390.0;420.0;25.0;Apartamento;51.48148148148148
Apartamento;Botafogo;3;1;1;130;2650.0;1250.0;220.0;Apartamento;20.384615384615383
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;212;4500.0;1663.0;3660.0;Casa;21.22641509433962
Apartamento;Copacabana;4;0;1;160;5000.0;840.0;0.0;Apartamento;31.25
Casa de Condomínio;Joá;4;3;1;300;6900.0;1200.0;500.0;Casa;23.0
Casa de Vila;Tijuca;2;0;0;95;2000.0;0.0;100.0;Casa;21.05263157894737
Apartamento;Barra da Tijuca;4;3;2;246;7000.0;2000.0;4800.0;Apartamento;28.45528455284553
Apartamento;Leme;1;0;0;80;3000.0;600.0;0.0;Apartamento;37.5
Apartamento;Flamengo;1;0;0;42;1450.0;550.0;54.0;Apartamento;34.523809523809526
Apartamento;Leblon;2;0;0;60;2200.0;546.0;108.0;Apartamento;36.666666666666664
Apartamento;Barra da Tijuca;4;2;1;124;3300.0;1605.0;2980.0;Apartamento;26.612903225806452
Apartamento;Botafogo;3;2;1;120;3650.0;1490.0;0.0;Apartamento;30.416666666666668
Apartamento;Madureira;1;1;0;50;650.0;450.0;0.0;Apartamento;13.0
Apartamento;Ipanema;2;1;0;70;4000.0;950.0;2000.0;Apartamento;57.142857142857146
Apartamento;Botafogo;5;2;2;622;15000.0;3545.0;1514.0;Apartamento;24.115755627009648
Apartamento;Ipanema;3;3;1;300;22000.0;4000.0;1862.0;Apartamento;73.33333333333333
Apartamento;Copacabana;3;0;0;110;2700.0;950.0;20.0;Apartamento;24.545454545454547
Apartamento;Flamengo;5;1;1;260;5500.0;2200.0;721.0;Apartamento;21.153846153846153
Apartamento;Ipanema;4;2;1;200;10900.0;3700.0;0.0;Apartamento;54.5
Apartamento;Recreio dos Bandeirantes;2;2;1;169;1900.0;1269.0;0.0;Apartamento;11.242603550295858
Apartamento;Ipanema;3;1;1;275;7000.0;3150.0;899.0;Apartamento;25.454545454545453
Apartamento;Vila Isabel;2;1;0;75;2000.0;500.0;108.0;Apartamento;26.666666666666668
Apartamento;Leme;1;0;1;70;4500.0;1180.0;700.0;Apartamento;64.28571428571429
Apartamento;Coelho Neto;2;0;0;48;700.0;80.0;0.0;Apartamento;14.583333333333334
Apartamento;Recreio dos Bandeirantes;2;2;1;180;2000.0;1100.0;350.0;Apartamento;11.11111111111111
Quitinete;Leme;1;0;0;18;1100.0;490.0;0.0;Apartamento;61.111111111111114
Casa;Vigário Geral;2;0;1;176;1300.0;0.0;0.0;Casa;7.386363636363637
Apartamento;Jacarepaguá;2;1;0;50;950.0;305.0;0.0;Apartamento;19.0
Apartamento;Ipanema;2;1;0;76;3600.0;528.0;0.0;Apartamento;47.36842105263158
Apartamento;Taquara;2;1;0;52;1000.0;508.0;14.0;Apartamento;19.23076923076923
Apartamento;Barra da Tijuca;2;1;1;83;3000.0;1687.0;193.0;Apartamento;36.144578313253014
Apartamento;Campo Grande;2;1;1;80;1300.0;200.0;70.0;Apartamento;16.25
Apartamento;Jacarepaguá;2;1;1;80;2100.0;1350.0;80.0;Apartamento;26.25
Casa;Campo Grande;2;2;1;80;1700.0;0.0;2.0;Casa;21.25
Apartamento;Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;153.0;Apartamento;22.857142857142858
Apartamento;Barra da Tijuca;3;1;1;92;2300.0;600.0;152.0;Apartamento;25.0
Apartamento;Ipanema;4;2;1;270;18000.0;2750.0;700.0;Apartamento;66.66666666666667
Apartamento;Tijuca;3;0;0;115;1800.0;400.0;168.0;Apartamento;15.652173913043478
Apartamento;Engenho Novo;2;0;0;59;800.0;360.0;15.0;Apartamento;13.559322033898304
Apartamento;Recreio dos Bandeirantes;3;3;2;200;3500.0;630.0;620.0;Apartamento;17.5
Casa de Condomínio;Barra da Tijuca;4;4;4;220;7000.0;1215.0;36720.0;Casa;31.818181818181817
Apartamento;Leblon;1;1;1;88;5500.0;1500.0;362.0;Apartamento;62.5
Apartamento;Cachambi;2;1;0;55;1200.0;185.0;0.0;Apartamento;21.818181818181817
Apartamento;Gávea;1;1;1;50;2300.0;820.0;150.0;Apartamento;46.0
Apartamento;Barra da Tijuca;1;0;0;38;1000.0;410.0;15.0;Apartamento;26.31578947368421
Casa;Recreio dos Bandeirantes;4;5;3;600;12000.0;0.0;600.0;Casa;20.0
Apartamento;Barra da Tijuca;2;2;2;140;6500.0;2780.0;630.0;Apartamento;46.42857142857143
Apartamento;Ipanema;4;2;1;350;17000.0;5000.0;800.0;Apartamento;48.57142857142857
Apartamento;Flamengo;3;0;0;250;15000.0;1900.0;0.0;Apartamento;60.0
Apartamento;Ipanema;4;2;1;180;8500.0;1796.0;0.0;Apartamento;47.22222222222222
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;0.0;0.0;Casa;12.307692307692308
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0;Apartamento;42.16867469879518
Apartamento;Ipanema;3;2;1;190;6600.0;2200.0;380.0;Apartamento;34.73684210526316
Apartamento;Ipanema;3;1;0;107;5000.0;2550.0;387.0;Apartamento;46.728971962616825
Apartamento;Icaraí;1;0;0;40;1200.0;485.0;107.0;Apartamento;30.0
Apartamento;Barra da Tijuca;2;2;2;130;5700.0;742.0;450.0;Apartamento;43.84615384615385
Casa de Condomínio;Barra da Tijuca;4;2;4;450;7000.0;1150.0;750.0;Casa;15.555555555555555
Apartamento;Jacarepaguá;2;1;1;77;2000.0;700.0;77.0;Apartamento;25.974025974025974
Apartamento;Tijuca;3;0;0;96;2500.0;714.0;900.0;Apartamento;26.041666666666668
Apartamento;Bonsucesso;1;0;0;62;800.0;270.0;0.0;Apartamento;12.903225806451612
Casa de Vila;Realengo;1;0;0;70;750.0;0.0;0.0;Casa;10.714285714285714
Apartamento;Recreio dos Bandeirantes;2;2;1;65;1500.0;830.0;150.0;Apartamento;23.076923076923077
Apartamento;Barra da Tijuca;3;2;2;134;4000.0;1800.0;290.0;Apartamento;29.850746268656717
Apartamento;Barra da Tijuca;3;2;2;140;4000.0;1880.0;327.0;Apartamento;28.571428571428573
Apartamento;Barra da Tijuca;4;2;1;168;4300.0;1993.0;0.0;Apartamento;25.595238095238095
Apartamento;Vila Isabel;1;0;1;45;1100.0;500.0;24.0;Apartamento;24.444444444444443
Casa;Urca;4;2;4;330;21000.0;0.0;4200.0;Casa;63.63636363636363
Apartamento;Barra da Tijuca;3;3;1;238;12000.0;2700.0;0.0;Apartamento;50.42016806722689
Apartamento;Madureira;2;1;0;75;800.0;315.0;70.0;Apartamento;10.666666666666666
Apartamento;Lagoa;3;2;1;400;15000.0;3840.0;1820.0;Apartamento;37.5
Apartamento;Tijuca;3;2;0;140;2400.0;970.0;0.0;Apartamento;17.142857142857142
Casa de Condomínio;Taquara;2;0;2;90;1800.0;200.0;357.0;Casa;20.0
Apartamento;Copacabana;3;1;0;128;4000.0;1230.0;0.0;Apartamento;31.25
Apartamento;Riachuelo;1;0;0;53;1000.0;217.0;0.0;Apartamento;18.867924528301888
Apartamento;Engenho Novo;1;1;0;40;1150.0;310.0;0.0;Apartamento;28.75
Apartamento;Barra da Tijuca;3;2;2;160;4800.0;1550.0;526.0;Apartamento;30.0
Casa;Barra da Tijuca;2;2;1;74;2500.0;770.0;0.0;Casa;33.78378378378378
Apartamento;Campo Grande;2;0;0;55;500.0;60.0;0.0;Apartamento;9.090909090909092
Apartamento;Jardim Botânico;3;1;0;90;2300.0;1063.0;218.0;Apartamento;25.555555555555557
Apartamento;Lagoa;2;1;1;81;4200.0;690.0;330.0;Apartamento;51.851851851851855
Apartamento;Lins de Vasconcelos;3;1;1;84;1000.0;750.0;73.0;Apartamento;11.904761904761905
Apartamento;Leblon;4;3;2;245;13500.0;3200.0;10500.0;Apartamento;55.10204081632653
Apartamento;Lagoa;2;2;1;75;5700.0;2600.0;0.0;Apartamento;76.0
Apartamento;Centro;1;0;0;38;1000.0;335.0;175.0;Apartamento;26.31578947368421
Apartamento;Botafogo;2;1;0;71;2700.0;700.0;76.0;Apartamento;38.028169014084504
Apartamento;Flamengo;4;1;2;250;6450.0;1780.0;620.0;Apartamento;25.8
Apartamento;Barra da Tijuca;2;1;1;68;2000.0;880.0;0.0;Apartamento;29.41176470588235
Apartamento;Recreio dos Bandeirantes;2;1;2;64;1400.0;1062.0;0.0;Apartamento;21.875
Apartamento;Vargem Pequena;3;2;1;79;1600.0;500.0;0.0;Apartamento;20.253164556962027
Apartamento;Barra da Tijuca;3;1;1;107;2500.0;1248.0;328.0;Apartamento;23.364485981308412
Apartamento;Barra da Tijuca;4;3;3;173;5500.0;2450.0;395.0;Apartamento;31.791907514450866
Apartamento;Cachambi;2;1;0;68;1000.0;600.0;0.0;Apartamento;14.705882352941176
Apartamento;Rocha;2;0;0;65;1100.0;490.0;0.0;Apartamento;16.923076923076923
Apartamento;Barra da Tijuca;3;2;1;110;2700.0;1350.0;25.0;Apartamento;24.545454545454547
Apartamento;Barra da Tijuca;4;3;3;260;9600.0;3500.0;480.0;Apartamento;36.92307692307692
Casa de Condomínio;Barra da Tijuca;4;4;2;410;7500.0;1055.0;1190.0;Casa;18.29268292682927
Apartamento;Barra da Tijuca;4;3;2;200;5800.0;2250.0;480.0;Apartamento;29.0
Apartamento;Barra da Tijuca;3;2;1;106;8000.0;2700.0;600.0;Apartamento;75.47169811320755
Apartamento;Ipanema;3;1;1;98;5800.0;1750.0;145.0;Apartamento;59.183673469387756
Apartamento;Andaraí;2;1;0;82;1900.0;721.0;103.0;Apartamento;23.170731707317074
Apartamento;Vila da Penha;1;1;0;48;1200.0;150.0;0.0;Apartamento;25.0
Apartamento;Recreio dos Bandeirantes;2;1;2;106;2100.0;525.0;0.0;Apartamento;19.81132075471698
Apartamento;Santa Teresa;2;0;0;115;2500.0;1312.0;21.0;Apartamento;21.73913043478261
Apartamento;Leblon;4;3;1;177;9000.0;2420.0;0.0;Apartamento;50.847457627118644
Casa;Andaraí;3;0;0;125;2900.0;0.0;96.0;Casa;23.2
Apartamento;Gávea;2;0;0;70;3800.0;988.0;138.0;Apartamento;54.285714285714285
Apartamento;Leblon;3;1;1;115;5200.0;700.0;300.0;Apartamento;45.21739130434783
Apartamento;Barra da Tijuca;3;2;3;112;3000.0;1480.0;3800.0;Apartamento;26.785714285714285
Quitinete;Leme;1;0;0;22;1400.0;550.0;24.0;Apartamento;63.63636363636363
Apartamento;Barra da Tijuca;2;1;2;80;2300.0;980.0;174.0;Apartamento;28.75
Apartamento;Méier;2;1;1;97;1200.0;350.0;77.0;Apartamento;12.371134020618557
Apartamento;Gávea;3;1;3;144;8500.0;1800.0;310.0;Apartamento;59.02777777777778
Quitinete;Centro;1;0;0;25;900.0;340.0;15.0;Apartamento;36.0
Apartamento;Vila da Penha;3;1;1;65;1000.0;720.0;0.0;Apartamento;15.384615384615385
Apartamento;Tijuca;1;0;0;52;1300.0;558.0;49.0;Apartamento;25.0
Apartamento;Irajá;2;1;0;54;1100.0;450.0;60.0;Apartamento;20.37037037037037
Casa de Vila;Tanque;2;1;1;120;1800.0;40.0;25.0;Casa;15.0
Apartamento;Ipanema;4;0;2;230;13000.0;2820.0;1001.0;Apartamento;56.52173913043478
Apartamento;Engenho da Rainha;2;0;0;40;785.0;65.0;0.0;Apartamento;19.625
Apartamento;Maracanã;2;1;1;85;2800.0;740.0;141.0;Apartamento;32.94117647058823
Apartamento;Lagoa;1;1;0;90;5500.0;2163.0;453.0;Apartamento;61.111111111111114
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;0.0;Apartamento;51.42857142857143
Apartamento;Barra da Tijuca;3;1;1;80;3000.0;1360.0;0.0;Apartamento;37.5
Apartamento;Botafogo;1;1;1;60;2000.0;550.0;120.0;Apartamento;33.333333333333336
Quitinete;Copacabana;1;0;0;35;2500.0;1.0;1.0;Apartamento;71.42857142857143
Apartamento;Leblon;2;1;1;95;4500.0;1900.0;440.0;Apartamento;47.36842105263158
Apartamento;Tijuca;2;1;0;81;2000.0;950.0;0.0;Apartamento;24.691358024691358
Apartamento;Copacabana;2;0;0;47;1900.0;665.0;78.0;Apartamento;40.42553191489362
Apartamento;Campo Grande;3;1;0;45;1100.0;280.0;0.0;Apartamento;24.444444444444443
Apartamento;Recreio dos Bandeirantes;5;4;5;380;15000.0;1480.0;0.0;Apartamento;39.473684210526315
Casa;Rio Comprido;8;0;0;412;4000.0;0.0;958.0;Casa;9.70873786407767
Apartamento;Tijuca;2;1;1;126;2200.0;865.0;153.0;Apartamento;17.46031746031746
Apartamento;Flamengo;3;1;1;85;3650.0;1203.0;140.0;Apartamento;42.94117647058823
Apartamento;Arpoador;2;1;1;130;5300.0;986.0;200.0;Apartamento;40.76923076923077
Apartamento;Botafogo;2;0;0;70;1900.0;600.0;20.0;Apartamento;27.142857142857142
Apartamento;Copacabana;1;0;0;45;1800.0;700.0;25.0;Apartamento;40.0
Apartamento;Laranjeiras;3;0;1;127;2400.0;1120.0;0.0;Apartamento;18.89763779527559
